"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","ERA-","FIP-"
"2018","MIN","78","84","37","728","162","1443.1","8.59","3.57","1.23",".302","72.4%","41.6%","13.2%","92.7","4.50","","4.39","4.33","11.4","104","104"
"2007","KCR","69","93","36","610","162","1437.1","6.22","3.26","1.05",".304","71.0%","41.1%","9.3%","91.5","4.50","","4.55","4.61","12.1","98","103"
"1954","CIN","74","80","27","389","154","1367.1","3.53","3.60","1.11",".281","71.3%","","","","4.50","","4.50","","8.6","107","108"
"1889","PIT","61","71","1","143","134","1130.2","2.75","2.98","0.33",".306","54.5%","","","","4.51","","3.94","","6.5","122","107"
"1954","CHC","64","90","19","364","154","1374.1","4.07","4.05","0.86",".269","68.3%","","","","4.51","","4.14","","14.1","108","100"
"1994","FLA","51","64","30","415","115","1014.2","5.76","3.80","1.06",".293","70.2%","","","","4.51","","4.77","","4.1","107","112"
"2016","ATL","68","93","39","748","161","1447.2","7.63","3.40","1.10",".293","70.2%","44.7%","11.7%","93.8","4.51","","4.32","4.48","9.0","109","107"
"2012","CHC","61","101","28","655","162","1413.2","7.18","3.65","1.11",".291","71.3%","43.2%","11.8%","92.5","4.51","","4.46","4.39","4.4","112","114"
"1986","CHC","70","90","42","506","160","1445.0","5.99","3.47","0.89",".307","69.8%","","","","4.51","","3.92","","15.3","113","98"
"2011","HOU","56","106","25","665","162","1435.0","7.47","3.51","1.18",".301","70.8%","43.2%","12.0%","92.1","4.51","","4.35","4.02","5.6","119","112"
"1970","MON","73","89","32","447","162","1438.2","5.72","4.48","1.01",".282","70.6%","","","","4.51","","4.43","","5.9","109","112"
"1895","NYG","66","65","1","150","132","1147.1","3.21","3.26","0.27",".319","54.4%","","","","4.51","","4.48","","13.2","96","96"
"2020","BAL","25","35","11","267","60","518.2","8.45","3.33","1.37",".282","69.7%","42.6%","14.6%","92.8","4.51","","4.60","4.63","6.5","100","97"
"1993","CIN","73","89","37","537","162","1434.0","6.25","3.19","0.99",".300","69.4%","","","","4.51","","4.19","","13.5","110","100"
"2017","COL","87","75","47","711","162","1437.2","7.95","3.33","1.19",".305","72.2%","48.5%","14.2%","94.5","4.51","","4.32","4.26","18.6","91","94"
"2001","MIN","85","77","45","564","162","1441.1","6.03","2.78","1.20",".287","71.2%","","","","4.51","","4.48","","11.7","98","103"
"2016","OAK","69","93","42","654","162","1433.1","7.46","2.91","1.16",".299","70.7%","46.2%","12.5%","93.0","4.51","","4.24","4.28","13.7","110","102"
"1995","SEA","79","66","39","469","145","1289.1","7.46","4.13","1.04",".307","71.8%","","","","4.52","","4.43","","17.8","95","94"
"1997","ANA","84","78","39","562","162","1454.2","6.50","3.74","1.25",".293","72.8%","","","","4.52","","4.83","","10.8","99","105"
"1980","CAL","65","95","30","428","160","1428.1","4.57","3.33","0.89",".292","68.7%","","","","4.52","","4.21","","9.8","114","105"
"2005","DET","71","91","37","587","162","1435.2","5.69","2.89","1.21",".290","70.4%","45.7%","11.9%","","4.52","","4.57","4.38","9.7","105","106"
"1884","RIC","12","29","0","45","45","370.1","4.06","1.26","0.34",".307","39.2%","","","","4.52","","3.28","","3.2","138","105"
"2000","SDP","76","86","46","605","162","1459.1","6.61","4.00","1.18",".282","71.1%","","","","4.52","","4.84","","9.5","105","107"
"2001","SDP","79","83","46","584","162","1440.2","6.80","2.97","1.37",".293","71.0%","","","","4.52","","4.62","","8.1","111","109"
"1987","SEA","78","84","33","413","162","1430.2","5.78","3.13","1.25",".288","70.1%","","","","4.52","","4.50","","18.2","98","96"
"1898","WAS","51","101","1","182","155","1307.0","2.55","3.10","0.20",".318","56.5%","","","","4.52","","3.52","","12.3","124","101"
"1995","CAL","78","67","42","513","145","1284.1","6.31","3.41","1.14",".288","70.9%","","","","4.53","","4.59","","16.0","95","96"
"1996","CHW","85","77","43","553","162","1461.0","6.40","3.79","1.07",".298","71.6%","","","","4.53","","4.64","","17.8","94","96"
"1958","WAS","61","93","28","378","156","1376.2","4.98","3.65","1.02",".285","70.8%","","","","4.53","","4.11","","9.9","118","106"
"2019","PHI","81","81","36","726","162","1453.2","8.62","3.38","1.60",".298","74.7%","43.1%","17.9%","93.0","4.53","","4.88","4.55","8.5","102","107"
"2006","CIN","80","82","36","638","162","1445.2","6.56","2.89","1.33",".301","72.1%","41.5%","12.2%","","4.53","","4.69","4.47","14.7","99","100"
"2000","SEA","91","71","44","545","162","1441.2","6.23","3.96","1.04",".288","70.9%","","","","4.53","","4.65","","15.5","96","98"
"1898","STL","39","111","2","180","154","1324.1","1.96","2.53","0.22",".310","55.7%","","","","4.53","","3.49","","11.9","126","102"
"1897","CHI","59","73","1","145","138","1197.0","2.71","3.26","0.23",".326","56.1%","","","","4.53","","4.13","","13.2","104","99"
"2005","NYY","95","67","46","580","162","1430.2","6.20","2.91","1.03",".297","69.1%","47.0%","10.1%","","4.54","","4.28","4.36","15.2","105","99"
"1989","NYY","74","87","44","439","161","1414.2","5.01","3.31","0.95",".300","69.3%","","","","4.54","","4.21","","7.5","117","110"
"1991","DET","84","78","38","488","162","1450.1","4.59","3.68","0.92",".294","70.4%","","","","4.54","","4.44","","9.5","109","106"
"1962","CHC","59","103","26","471","162","1438.1","4.90","3.76","0.99",".286","68.7%","","","","4.54","","4.31","","8.9","111","108"
"2006","STL","83","78","38","630","161","1429.2","6.11","3.17","1.21",".288","72.5%","46.2%","12.5%","","4.54","","4.77","4.54","7.8","104","108"
"1978","TOR","59","102","23","374","161","1429.1","4.77","3.87","0.94",".293","71.0%","","","","4.54","","4.21","","8.3","116","109"
"1989","DET","59","103","26","414","162","1427.1","5.24","4.11","0.95",".293","69.7%","","","","4.54","","4.43","","4.9","118","113"
"1982","OAK","68","94","22","401","162","1456.0","4.31","4.01","1.09",".272","70.5%","","","","4.54","","4.74","","3.6","117","117"
"2009","HOU","74","88","39","659","162","1430.0","7.20","3.44","1.11",".311","72.0%","45.6%","11.5%","92.5","4.54","","4.35","4.16","11.6","110","102"
"2004","TEX","89","73","52","630","162","1439.2","6.12","3.42","1.14",".297","71.8%","44.5%","11.0%","","4.54","","4.64","4.62","14.9","92","99"
"1896","NYG","64","67","2","163","133","1136.2","2.47","3.19","0.26",".305","53.3%","","","","4.54","","4.32","","9.6","108","103"
"1893","CIN","65","63","5","165","131","1172.0","1.98","4.22","0.29",".294","57.8%","","","","4.55","","4.76","","10.8","97","102"
"1992","SEA","64","98","30","534","162","1445.0","5.57","4.12","0.80",".291","69.2%","","","","4.55","","4.20","","9.3","115","107"
"1893","BRO","65","63","3","153","130","1154.0","2.32","4.27","0.32",".292","55.0%","","","","4.55","","4.74","","7.8","102","106"
"2006","PIT","67","95","39","667","162","1435.0","6.65","3.89","0.98",".312","71.3%","45.5%","10.4%","","4.55","","4.53","4.59","12.5","103","102"
"2008","CIN","74","88","34","669","162","1442.1","7.66","3.48","1.25",".312","72.5%","42.7%","12.7%","92.2","4.55","","4.54","4.18","9.1","103","102"
"1996","KCR","75","86","35","483","161","1450.0","5.75","2.86","1.09",".299","70.6%","","","","4.55","","4.54","","21.3","89","91"
"1988","BAL","54","107","26","448","161","1416.0","4.51","3.32","0.97",".287","69.1%","","","","4.55","","4.37","","6.3","116","110"
"2001","CHW","83","79","51","568","162","1433.1","5.78","3.14","1.14",".285","69.9%","","","","4.55","","4.64","","13.4","100","101"
"2013","MIN","66","96","40","673","162","1450.1","6.11","2.84","1.04",".309","70.2%","43.7%","10.2%","91.2","4.55","","4.23","4.28","11.5","113","107"
"1939","BOS","89","62","20","339","152","1350.2","3.59","3.62","0.51",".300","65.4%","","","","4.56","","4.16","","18.9","96","91"
"1985","TEX","62","99","33","425","161","1411.2","5.50","3.19","1.10",".288","69.4%","","","","4.56","","4.20","","10.9","108","104"
"1987","CHC","76","85","48","488","161","1434.2","6.42","3.94","1.00",".305","70.4%","","","","4.56","","4.25","","14.8","104","99"
"1995","NYY","79","65","35","447","145","1284.2","6.36","3.75","1.11",".286","71.5%","","","","4.56","","4.62","","13.3","100","100"
"1975","CHC","75","87","33","460","162","1444.1","5.30","3.43","0.81",".303","67.7%","","","","4.56","","3.81","","14.6","117","100"
"1970","CHW","56","106","30","442","162","1430.1","4.79","3.50","1.03",".293","69.2%","","","","4.56","","4.32","","10.5","118","106"
"1955","STL","68","86","15","428","154","1376.2","4.77","3.59","1.21",".267","70.9%","","","","4.56","","4.35","","10.0","112","105"
"1997","DET","79","83","42","579","162","1445.2","6.11","3.44","1.11",".289","70.3%","","","","4.56","","4.59","","15.9","99","98"
"2005","BAL","74","88","38","636","162","1427.2","6.63","3.66","1.13",".292","70.2%","45.5%","11.9%","","4.56","","4.51","4.34","12.4","105","101"
"2012","HOU","55","107","31","703","162","1423.1","7.40","3.41","1.09",".306","70.0%","47.9%","12.2%","92.7","4.57","","4.27","4.15","9.3","116","108"
"2017","PHI","66","96","33","668","162","1441.0","8.18","3.29","1.38",".304","73.0%","42.9%","14.1%","93.4","4.57","","4.56","4.50","14.3","105","103"
"1949","PIT","71","83","15","333","154","1356.0","3.69","3.55","0.94",".282","68.9%","","","","4.57","","4.31","","12.4","108","102"
"1872","CLE","6","16","0","29","22","199.0","0.50","1.09","0.27",".340","19.4%","","","","4.57","","4.15","","0.9","124","112"
"1924","SLB","74","78","7","329","153","1353.1","2.57","3.44","0.45",".288","64.5%","","","","4.57","","4.37","","13.0","103","100"
"2002","CHW","81","81","35","585","162","1423.0","5.98","3.34","1.20",".279","69.5%","42.1%","11.3%","","4.57","","4.61","4.51","14.0","100","101"
"1991","OAK","84","78","49","559","162","1444.1","5.56","4.08","0.97",".280","70.9%","","","","4.57","","4.49","","5.2","117","113"
"1937","WAS","73","80","14","280","158","1398.2","3.44","4.35","0.62",".287","65.7%","","","","4.58","","4.66","","8.0","104","108"
"1996","TOR","74","88","35","465","162","1445.2","6.43","3.80","1.16",".293","70.6%","","","","4.58","","4.76","","16.7","92","97"
"1993","CLE","76","86","45","572","162","1445.2","5.53","3.68","1.13",".301","71.6%","","","","4.58","","4.70","","7.0","106","110"
"2000","OAK","91","70","43","542","161","1435.1","6.04","3.86","0.99",".301","70.1%","","","","4.58","","4.61","","17.1","95","96"
"1931","PHI","66","88","16","318","155","1360.1","3.30","3.38","0.50",".306","64.7%","","","","4.58","","4.30","","16.8","106","96"
"2014","MIN","70","92","38","653","162","1435.0","6.47","2.56","0.92",".315","68.9%","41.8%","8.6%","92.1","4.58","","3.97","4.12","14.3","118","104"
"2007","WSN","73","89","46","750","162","1446.2","5.79","3.61","1.16",".286","72.0%","39.7%","9.6%","89.7","4.58","","4.92","4.93","4.4","107","114"
"1977","TOR","54","107","20","348","161","1428.1","4.86","3.93","0.96",".293","69.0%","","","","4.58","","4.39","","10.1","109","106"
"1936","WAS","82","71","14","265","153","1345.2","3.09","3.93","0.49",".291","65.0%","","","","4.58","","4.64","","13.4","94","100"
"1979","CLE","81","80","32","402","161","1431.2","4.91","3.58","0.87",".289","67.8%","","","","4.58","","4.14","","14.7","109","98"
"1990","ATL","65","97","30","508","162","1429.2","5.90","3.64","0.81",".302","67.1%","","","","4.58","","3.93","","13.0","115","101"
"2007","DET","88","74","44","605","162","1447.1","6.51","3.52","1.08",".295","70.7%","44.2%","10.2%","92.5","4.58","","4.67","4.59","11.1","101","104"
"1973","CLE","71","91","21","368","162","1464.2","5.43","3.70","1.06",".290","69.7%","","","","4.58","","4.20","","9.6","117","108"
"1942","WAS","62","89","11","276","151","1346.2","3.31","3.73","0.33",".295","62.7%","","","","4.58","","3.44","","12.9","129","100"
"1922","CLE","78","76","7","290","155","1383.2","3.18","3.02","0.38",".306","63.8%","","","","4.59","","3.94","","16.2","113","96"
"1991","BAL","67","95","42","534","162","1457.2","5.36","3.11","0.91",".295","68.3%","","","","4.59","","4.07","","13.9","114","101"
"2000","FLA","79","82","48","590","161","1429.2","6.62","4.09","1.06",".298","71.0%","","","","4.59","","4.65","","13.1","103","101"
"1887","PHA","63","69","1","143","137","1186.1","3.16","3.28","0.22",".290","49.8%","","","","4.59","","3.99","","11.6","107","101"
"1931","DET","61","93","6","246","154","1384.1","3.32","3.88","0.51",".294","64.8%","","","","4.59","","4.47","","12.9","102","102"
"2010","MIL","77","85","35","657","162","1439.0","7.87","3.64","1.08",".308","70.0%","41.8%","10.3%","91.1","4.59","","4.21","4.07","7.4","114","104"
"1922","PHA","65","89","6","302","155","1362.1","2.46","3.10","0.71",".292","64.8%","","","","4.59","","4.59","","7.0","112","110"
"1925","DET","81","73","18","298","156","1383.2","2.73","3.62","0.46",".299","64.9%","","","","4.59","","4.46","","12.8","104","101"
"2010","BAL","66","96","35","616","162","1436.1","6.31","3.26","1.17",".294","71.3%","42.1%","10.2%","92.2","4.59","","4.57","4.44","9.8","108","105"
"1940","WAS","64","90","7","276","154","1350.0","4.12","4.12","0.62",".298","66.0%","","","","4.59","","4.23","","11.9","109","103"
"2009","PIT","62","99","28","617","161","1418.1","5.83","3.57","0.96",".300","70.6%","43.8%","9.1%","92.3","4.59","","4.48","4.63","12.6","111","107"
"2006","ATL","79","83","38","684","162","1441.1","6.55","3.57","1.14",".300","71.1%","45.0%","11.6%","","4.60","","4.65","4.53","11.0","102","103"
"2011","MIN","63","99","32","619","162","1421.2","5.95","3.04","1.02",".307","69.1%","44.0%","9.5%","92.1","4.60","","4.30","4.33","7.7","112","108"
"1938","CLE","86","66","17","298","153","1353.0","4.77","4.53","0.67",".291","67.7%","","","","4.60","","4.40","","15.5","97","97"
"1931","BOS","62","90","10","314","153","1366.2","2.40","3.11","0.36",".292","63.4%","","","","4.60","","4.19","","12.4","107","101"
"2018","DET","64","98","37","704","162","1425.1","7.67","3.10","1.36",".291","70.5%","39.6%","12.9%","92.2","4.60","","4.59","4.55","10.0","106","106"
"2006","SEA","78","84","47","591","162","1446.2","6.64","3.48","1.14",".297","71.1%","42.9%","10.7%","","4.60","","4.59","4.61","13.4","105","103"
"2017","MIN","85","77","42","682","162","1436.0","7.31","3.03","1.40",".296","72.5%","42.4%","13.5%","92.4","4.60","","4.71","4.75","8.9","104","107"
"1897","BRO","61","71","2","158","136","1194.2","1.93","3.09","0.26",".308","56.5%","","","","4.60","","4.29","","6.6","113","109"
"1897","PHI","54","76","2","152","133","1155.1","1.97","2.84","0.22",".316","58.0%","","","","4.60","","4.15","","10.8","109","101"
"1939","WAS","65","87","10","275","153","1354.2","3.46","4.00","0.50",".281","64.3%","","","","4.60","","4.30","","12.8","105","101"
"1961","PHI","47","107","13","412","155","1383.1","5.04","3.39","1.01",".288","67.7%","","","","4.61","","4.11","","10.1","114","104"
"1979","SEA","67","95","26","379","162","1438.0","4.61","3.57","1.03",".292","69.6%","","","","4.61","","4.46","","14.7","107","100"
"1896","WAS","58","73","3","162","133","1136.2","2.31","3.44","0.19",".326","51.7%","","","","4.61","","4.33","","12.5","104","98"
"2006","TEX","80","82","42","651","162","1431.1","6.11","3.12","1.02",".307","70.6%","46.4%","10.4%","","4.61","","4.44","4.50","15.8","97","96"
"2006","PHI","85","77","42","662","162","1460.1","7.01","3.16","1.30",".304","71.9%","43.7%","13.0%","","4.61","","4.65","4.33","14.2","100","100"
"1884","PHK","21","46","0","70","67","593.1","4.70","1.59","0.11",".345","34.8%","","","","4.61","","2.91","","3.4","155","111"
"1974","SDP","60","102","19","514","162","1445.2","5.32","4.45","0.77",".296","69.1%","","","","4.61","","4.09","","1.9","134","117"
"1992","DET","75","87","36","517","162","1435.2","4.34","3.54","0.97",".287","69.8%","","","","4.61","","4.46","","6.1","115","110"
"1921","SLB","81","73","9","296","154","1379.0","3.11","3.63","0.46",".294","63.4%","","","","4.61","","4.37","","12.8","104","101"
"1930","NYG","87","67","19","311","154","1363.1","3.45","2.90","0.77",".293","64.9%","","","","4.61","","4.88","","12.0","95","102"
"1921","PHA","53","100","7","274","155","1400.1","2.77","3.52","0.55",".301","63.4%","","","","4.61","","4.52","","11.1","104","105"
"2006","CHW","90","72","46","560","162","1449.0","6.29","2.69","1.24",".295","70.5%","42.9%","11.2%","","4.61","","4.56","4.50","19.2","97","96"
"1883","PIT","31","67","1","116","98","867.2","2.81","1.57","0.22",".340","44.6%","","","","4.62","","3.47","","6.9","141","106"
"2003","STL","85","77","41","622","162","1463.2","5.96","3.12","1.29",".289","72.5%","41.1%","12.2%","","4.62","","4.75","4.60","7.3","110","111"
"1994","MIL","53","62","23","367","115","1036.0","5.01","3.66","1.10",".283","69.6%","","","","4.62","","4.91","","7.8","95","105"
"1953","CIN","68","86","15","357","155","1365.0","3.34","3.22","1.18",".277","69.3%","","","","4.62","","4.69","","8.6","106","108"
"1960","BOS","65","89","23","406","154","1361.0","5.07","3.84","0.84",".291","68.2%","","","","4.62","","3.97","","16.2","115","95"
"1987","MIL","91","71","45","444","162","1464.0","6.39","3.25","1.04",".301","68.9%","","","","4.62","","4.09","","19.9","102","93"
"1957","CIN","80","74","29","433","154","1395.2","4.56","2.77","1.15",".281","69.1%","","","","4.62","","4.14","","11.2","113","103"
"1955","WAS","53","101","16","383","154","1354.2","4.03","4.21","0.66",".290","67.4%","","","","4.62","","3.93","","12.2","118","102"
"1986","CLE","84","78","34","453","163","1447.2","4.63","3.76","1.04",".284","69.3%","","","","4.63","","4.61","","7.2","109","111"
"1987","ATL","69","92","32","485","161","1427.2","5.28","3.70","1.03",".294","68.8%","","","","4.63","","4.50","","9.8","107","106"
"1998","MIL","74","88","39","577","162","1451.0","6.59","3.41","1.17",".302","70.9%","","","","4.63","","4.62","","8.5","109","107"
"1987","TEX","75","87","27","490","162","1444.1","6.87","4.74","1.24",".278","70.4%","","","","4.63","","4.83","","9.2","101","107"
"1931","CLE","78","76","9","279","155","1354.2","3.12","3.73","0.43",".300","64.1%","","","","4.63","","4.33","","15.2","101","98"
"1945","PHI","46","108","26","366","154","1352.2","2.88","4.05","0.41",".295","62.9%","","","","4.63","","3.90","","7.6","124","107"
"2020","TOR","32","28","17","286","60","524.2","8.90","4.29","1.39",".302","70.3%","43.1%","14.9%","92.9","4.63","","4.73","4.72","4.0","101","107"
"2019","SDP","70","92","47","705","162","1432.0","9.27","2.91","1.35",".299","70.0%","43.0%","14.8%","93.4","4.63","","4.22","4.29","15.2","110","96"
"2017","KCR","80","82","39","700","162","1437.2","7.61","3.25","1.23",".303","70.9%","43.7%","12.0%","92.9","4.63","","4.43","4.68","13.7","104","103"
"2000","MIL","73","89","29","596","163","1466.1","5.94","4.47","1.07",".291","71.6%","","","","4.63","","4.98","","10.3","100","106"
"1998","ARI","65","97","37","530","162","1432.1","5.71","3.07","1.18",".282","68.3%","","","","4.64","","4.69","","8.9","107","108"
"1922","PHI","57","96","5","272","154","1372.0","2.58","3.02","0.58",".308","61.8%","","","","4.64","","4.37","","16.5","101","97"
"1996","PIT","73","89","37","584","162","1453.1","6.47","2.97","1.13",".310","69.2%","","","","4.64","","4.46","","10.9","107","104"
"1998","PHI","75","87","32","547","162","1463.0","7.23","3.35","1.16",".294","69.9%","","","","4.64","","4.43","","11.8","108","104"
"1973","TEX","57","105","27","403","162","1430.0","5.23","4.28","0.82",".295","67.8%","","","","4.64","","4.10","","7.7","122","109"
"2006","SFG","76","85","37","599","161","1429.2","6.24","3.68","0.96",".287","69.1%","41.9%","8.9%","","4.64","","4.52","4.82","13.0","103","102"
"2015","DET","74","87","35","666","161","1447.0","6.84","3.04","1.20",".298","69.7%","42.9%","12.0%","93.1","4.64","","4.46","4.36","11.7","114","109"
"1936","PHI","54","100","14","323","154","1365.1","2.99","3.39","0.57",".301","63.5%","","","","4.64","","4.64","","16.2","102","97"
"2016","PHI","71","91","43","667","162","1437.0","8.14","2.92","1.33",".304","70.5%","41.0%","13.8%","93.0","4.64","","4.34","4.21","13.9","112","103"
"2020","SFG","29","31","13","296","60","517.2","8.48","3.65","1.20",".281","67.8%","38.8%","12.1%","93.1","4.64","","4.45","4.84","3.8","107","105"
"2012","TOR","73","89","29","657","162","1443.2","7.12","3.58","1.27",".291","72.0%","46.5%","14.1%","92.2","4.64","","4.66","4.30","6.9","110","110"
"1952","PIT","42","112","8","359","155","1363.2","3.72","4.12","0.88",".272","67.4%","","","","4.65","","4.27","","7.1","119","110"
"2001","CLE","91","71","42","645","162","1446.2","7.58","3.56","0.92",".315","68.1%","","","","4.65","","3.99","","21.1","104","90"
"2021","KCR","74","88","37","718","162","1417.1","8.53","3.75","1.20",".301","70.3%","42.2%","12.6%","94.0","4.65","","4.39","4.52","12.5","105","104"
"2003","PIT","75","87","44","619","162","1444.1","5.77","3.13","1.11",".292","70.0%","45.2%","11.8%","","4.65","","4.52","4.44","9.1","108","105"
"2001","MIL","68","94","28","651","162","1436.1","6.62","4.18","1.23",".289","72.3%","","","","4.65","","4.90","","6.7","106","110"
"1996","NYY","92","70","52","573","162","1440.0","7.12","3.81","0.89",".305","69.6%","","","","4.65","","4.25","","23.0","95","88"
"1996","TEX","90","72","43","510","163","1449.1","6.06","3.61","1.04",".305","71.2%","","","","4.65","","4.63","","19.4","90","94"
"2018","CIN","67","95","38","706","162","1441.0","7.86","3.32","1.42",".300","71.5%","44.4%","15.8%","94.0","4.65","","4.68","4.28","8.7","113","112"
"1994","PIT","53","61","24","399","114","1005.2","5.82","3.31","1.05",".304","69.0%","","","","4.65","","4.58","","5.8","109","107"
"1948","WAS","56","97","22","355","154","1357.1","2.96","4.87","0.54",".280","67.3%","","","","4.65","","4.46","","7.8","111","108"
"2002","SDP","66","96","40","622","162","1436.1","6.94","3.65","1.11",".306","70.5%","44.4%","11.8%","","4.66","","4.37","4.22","8.9","121","108"
"1950","WAS","67","87","18","311","155","1364.2","3.21","4.27","0.65",".284","66.5%","","","","4.66","","4.30","","15.1","103","98"
"2006","COL","76","86","34","661","162","1447.1","5.92","3.44","0.96",".304","69.5%","45.7%","9.6%","","4.66","","4.51","4.68","17.3","95","95"
"1929","STL","78","74","8","269","154","1359.2","3.00","3.14","0.67",".302","66.1%","","","","4.66","","4.57","","14.7","98","99"
"2008","WSN","59","102","28","678","161","1434.0","6.67","3.69","1.19",".296","70.1%","42.4%","11.6%","91.2","4.66","","4.71","4.49","7.9","109","108"
"1926","SLB","62","92","9","294","155","1368.0","2.22","4.30","0.57",".290","65.5%","","","","4.66","","4.74","","7.2","110","112"
"1995","TEX","74","70","34","454","144","1285.0","5.87","3.60","1.06",".302","70.5%","","","","4.66","","4.62","","14.1","96","98"
"1987","MIN","85","77","39","451","162","1427.1","6.24","3.56","1.32",".286","71.3%","","","","4.67","","4.69","","11.5","101","104"
"2000","CHW","95","67","43","628","162","1450.1","6.44","3.81","1.21",".296","70.3%","","","","4.67","","4.83","","16.5","94","98"
"1953","PHA","59","95","11","322","157","1409.0","3.62","3.79","0.77",".279","67.8%","","","","4.67","","4.29","","12.3","114","104"
"1895","CHI","72","58","1","147","133","1150.2","2.32","3.38","0.30",".319","55.5%","","","","4.67","","4.77","","14.2","94","96"
"1986","SEA","67","95","27","443","162","1439.2","5.90","3.66","1.07",".309","70.0%","","","","4.67","","4.32","","15.3","109","99"
"2007","STL","78","84","34","678","162","1435.2","5.92","3.19","1.05",".293","68.1%","43.5%","9.6%","91.2","4.67","","4.66","4.67","9.8","108","106"
"1884","ALT","6","19","0","30","25","219.2","3.81","2.13","0.12",".354","37.7%","","","","4.67","","3.31","","1.1","147","117"
"1983","MIN","70","92","39","430","162","1437.1","4.68","3.63","1.02",".293","69.5%","","","","4.67","","4.47","","6.6","109","111"
"2017","OAK","75","87","35","687","162","1431.0","7.56","3.16","1.32",".294","68.9%","44.9%","13.9%","92.8","4.67","","4.57","4.54","9.6","111","107"
"1897","PIT","60","69","2","158","134","1153.1","2.67","2.48","0.17",".321","54.0%","","","","4.67","","3.80","","12.8","112","96"
"1889","WAS","41","83","0","143","127","1103.0","3.17","4.30","0.30",".310","52.7%","","","","4.68","","4.25","","6.1","120","110"
"1985","SEA","74","88","30","497","162","1432.0","5.46","4.00","0.97",".286","68.6%","","","","4.68","","4.29","","13.6","111","100"
"1893","PHI","72","57","2","161","133","1189.0","2.14","3.94","0.23",".302","56.8%","","","","4.68","","4.54","","12.4","101","98"
"1934","WAS","66","86","12","318","155","1381.1","2.68","3.28","0.48",".301","65.5%","","","","4.68","","4.34","","12.6","107","100"
"1944","BRO","63","91","13","342","155","1367.2","3.20","4.34","0.49",".284","64.7%","","","","4.68","","4.07","","5.8","129","112"
"1980","CLE","79","81","32","385","160","1428.0","5.31","3.48","0.86",".297","67.8%","","","","4.68","","4.05","","13.9","116","100"
"1947","PIT","62","92","13","367","156","1374.0","3.28","3.88","1.02",".277","68.4%","","","","4.68","","4.58","","6.5","112","111"
"1930","BOS","52","102","5","246","154","1360.1","2.36","3.23","0.50",".285","63.1%","","","","4.68","","4.81","","10.7","103","105"
"2020","PIT","19","41","6","269","60","513.0","9.40","4.37","1.40",".280","70.2%","43.4%","16.2%","93.2","4.68","","4.80","4.63","2.7","106","108"
"2021","LAA","77","85","39","724","162","1421.2","9.20","3.75","1.19",".305","69.6%","44.5%","13.5%","92.9","4.68","","4.25","4.26","15.4","108","97"
"2004","NYY","101","61","59","598","162","1443.2","6.60","2.77","1.13",".300","69.0%","43.1%","10.5%","","4.69","","4.27","4.34","18.6","103","95"
"2001","MON","68","94","28","653","162","1431.1","6.94","3.30","1.19",".302","70.1%","","","","4.69","","4.46","","14.0","103","99"
"2003","TOR","86","76","35","605","162","1435.0","6.17","3.04","1.15",".302","69.2%","46.4%","12.7%","","4.69","","4.46","4.26","15.1","100","98"
"2015","PHI","63","99","35","665","162","1436.1","7.22","3.06","1.20",".316","71.1%","44.0%","12.2%","92.8","4.69","","4.40","4.29","10.3","120","110"
"1999","MON","68","94","44","594","162","1434.1","6.54","3.59","0.95",".301","66.7%","","","","4.69","","4.38","","17.9","102","95"
"1994","TOR","55","60","26","336","115","1025.0","7.31","4.23","1.12",".302","71.1%","","","","4.70","","4.62","","12.1","97","96"
"2019","BOS","84","78","33","794","162","1471.0","9.99","3.70","1.32",".312","70.8%","42.6%","14.4%","93.6","4.70","","4.28","4.39","16.5","97","95"
"2017","SDP","71","91","45","679","162","1430.2","8.34","3.49","1.42",".299","71.1%","47.5%","16.4%","93.2","4.70","","4.68","4.34","7.9","112","109"
"2017","TEX","78","84","29","626","162","1434.1","6.95","3.51","1.34",".289","70.9%","44.2%","13.6%","93.3","4.70","","4.88","4.89","11.2","98","107"
"2001","BAL","63","98","31","554","162","1432.1","5.89","3.32","1.22",".289","69.6%","","","","4.70","","4.76","","9.9","109","106"
"2007","HOU","73","89","38","638","162","1464.2","6.81","3.13","1.27",".300","71.7%","44.0%","11.5%","90.8","4.70","","4.73","4.44","11.8","107","104"
"1930","DET","75","79","17","291","154","1351.2","3.82","3.80","0.57",".298","64.2%","","","","4.70","","4.82","","13.5","99","100"
"1997","TEX","77","85","33","544","162","1429.2","5.82","3.41","1.06",".308","69.8%","","","","4.70","","4.57","","15.0","98","99"
"1993","DET","85","77","36","537","162","1436.2","5.19","3.40","1.18",".289","69.4%","","","","4.70","","4.77","","8.9","107","107"
"1964","KCA","57","105","27","507","163","1455.2","5.97","3.80","1.36",".283","71.9%","","","","4.71","","4.62","","1.4","126","120"
"2004","BAL","78","84","27","614","162","1455.1","6.74","4.25","0.98",".298","69.8%","45.6%","9.9%","","4.71","","4.52","4.66","15.7","103","97"
"1995","PIT","58","86","29","535","144","1275.1","6.15","3.37","0.92",".313","68.5%","","","","4.71","","4.32","","11.0","110","102"
"1873","WSN","8","31","0","39","39","346.0","0.18","0.57","0.29",".375","21.7%","","","","4.71","","3.50","","3.2","143","106"
